                                                                    VIRUS STRAIN	               CLADE
A/environment/Dongting_Lake/Hunan/5-41/2007|Environment|GQ290463|2007-10-31|China	             2.3.2.1
                 A/chicken/Vietnam/20389/2009|Avian|JN055377|2009-04-18|Viet_Nam	             2.3.2.1
                    A/chicken/Primorsky/85/2008|Avian|FJ654295|2008-04-08|Russia	             2.3.2.1
                       A/chicken/Laos/XDM006/2008|Avian|CY041049|2008-XX-XX|Laos	             2.3.2.1
                    A/duck/Vietnam/27374/2009|Avian|JN055390|2009-06-22|Viet_Nam	             2.3.2.1
                    A/duck/Vietnam/27339/2009|Avian|JN055387|2009-06-22|Viet_Nam	             2.3.2.1
                             A/duck/Hunan/8/2008|Avian|GU182166|2008-11-XX|China	             2.3.2.1
        A/common_buzzard/Hong_Kong/9213/2007|Avian|CY036221|2007-XX-XX|Hong_Kong	             2.3.2.1
                          A/pika/Qinghai/HMH/2007|Pika|GQ227367|2007-12-03|China	             2.3.2.1
                    A/whooper_swan/Aomori/1/2008|Avian|AB458239|2008-XX-XX|Japan	             2.3.2.1
                           A/pika/Qinghai/QW/2007|Pika|GQ227391|2007-12-05|China	             2.3.2.1
            A/Muscovy_duck/Vietnam/18152/2009|Avian|JN055368|2009-04-08|Viet_Nam	             2.3.2.1
             A/environment/Hunan/6-45/2008|Environment|GU182190|2008-02-XX|China	             2.3.2.1
                         A/swan/Shanghai/10/2009|Avian|JF975561|2009-01-XX|China	             2.3.2.1
            A/house_crow/Hong_Kong/7677/2008|Avian|AB517661|2008-XX-XX|Hong_Kong	             2.3.2.1
            A/Muscovy_duck/Vietnam/18151/2009|Avian|JN055364|2009-04-08|Viet_Nam	             2.3.2.1
                    A/duck/Vietnam/27329/2009|Avian|JN055385|2009-06-22|Viet_Nam	             2.3.2.1
            A/great_egret/Hong_Kong/807/2008|Avian|CY036237|2008-XX-XX|Hong_Kong	             2.3.2.1
                     A/whooper_swan/Akita/1/2008|Avian|AB436736|2008-XX-XX|Japan	             2.3.2.1
                      A/chicken/Huabei/0513/2007|Avian|JQ809274|2007-05-13|China	             2.3.2.1
                         A/duck/Hunan/S4220/2011|Avian|CY146700|2011-11-13|China	             2.3.2.1
                            A/duck/Hubei/xn/2007|Avian|KJ003987|2007-11-14|China	             2.3.2.1
             A/environment/Hunan/5-32/2007|Environment|GU182206|2007-12-XX|China	             2.3.2.1
A/black-crowned_night_heron/Hong_Kong/659/2008|Avian|CY036229|2008-XX-XX|Hong_Kong	             2.3.2.1
                A/chicken/Hong_Kong/782/2009|Avian|KF169907|2009-XX-XX|Hong_Kong	             2.3.2.1
      A/large_billed_crow/Hong_Kong/885/2009|Avian|AB521161|2009-XX-XX|Hong_Kong	             2.3.2.1
          A/little_egret/Hong_Kong/8550/2007|Avian|CY036197|2007-XX-XX|Hong_Kong	             2.3.2.1
                 A/chicken/Vietnam/20390/2009|Avian|JN055374|2009-04-18|Viet_Nam	             2.3.2.1
                             A/duck/Hunan/3/2007|Avian|GU182150|2007-10-XX|China	             2.3.2.1
                 A/chicken/Vietnam/27265/2009|Avian|JN055379|2009-04-29|Viet_Nam	             2.3.2.1
                          A/chicken/Hunan/3/2007|Avian|GU182142|2007-10-XX|China	             2.3.2.1
                                A/Guangxi/1/2009|Human|CY098744|2009-01-19|China	             2.3.2.1
          A/magpie_robin/Hong_Kong/1097/2008|Avian|CY036253|2008-XX-XX|Hong_Kong	             2.3.2.1
                    A/duck/Vietnam/27354/2009|Avian|JN055386|2009-06-22|Viet_Nam	             2.3.2.1
  A/environment/Bangladesh/18989/2013|Environment|KF888463|2013-01-28|Bangladesh	            2.3.2.1a
              A/chicken/Vietnam/NCVD-675/2011|Avian|KR732536|2011-XX-XX|Viet_Nam	            2.3.2.1a
                   A/duck/Vietnam/LBM139/2012|Avian|AB742287|2012-03-07|Viet_Nam	            2.3.2.1a
               A/duck/Vietnam/NCVD-KA368/2012|Avian|KP097913|2012-09-21|Viet_Nam	            2.3.2.1a
                    A/wild_bird/Bhutan/326/2012|Avian|KJ682266|2012-01-27|Bhutan	            2.3.2.1a
                  A/chicken/Bhutan/01CL140/2012|Avian|KP662559|2012-01-02|Bhutan	            2.3.2.1a
                   A/duck/Vietnam/LBM140/2012|Avian|AB742295|2012-03-07|Viet_Nam	            2.3.2.1a
                     A/chicken/India/09CA02/2011|Avian|KM386913|2011-09-XX|India	            2.3.2.1a
                    A/chicken/India/CL03485/2011|Avian|CY089470|2011-03-06|India	            2.3.2.1a
       A/migratory_bird/Bangladesh/P18/2010|Avian|KJ397915|2010-12-XX|Bangladesh	            2.3.2.1a
                        A/crow/India/11CA01/2011|Avian|KJ643872|2011-11-20|India	            2.3.2.1a
     A/chicken/Bangladesh/14VIR2665-21/2014|Avian|KM267860|2014-03-10|Bangladesh	            2.3.2.1a
                   A/chicken/Bhutan/01TI06/2013|Avian|KP336304|2013-01-29|Bhutan	            2.3.2.1a
                     A/chicken/Bhutan/1030/2012|Avian|KJ682280|2012-03-18|Bhutan	            2.3.2.1a
                        A/crow/India/01CA10/2012|Avian|KM273114|2012-01-03|India	            2.3.2.1a
                        A/crow/India/11TI11/2011|Avian|KM267747|2011-11-20|India	            2.3.2.1a
             A/chicken/Vietnam/NCVD-A675/2011|Avian|KP097924|2011-XX-XX|Viet_Nam	            2.3.2.1a
  A/environment/Bangladesh/16298/2012|Environment|KF888473|2012-03-31|Bangladesh	            2.3.2.1a
  A/environment/Bangladesh/18948/2013|Environment|KF888509|2013-01-28|Bangladesh	            2.3.2.1a
           A/environment/Chang_Sha/25/2009|Environment|JN543378|2009-12-22|China	            2.3.2.1a
            A/chicken/Bangladesh/15078/2012|Avian|KF888546|2012-01-18|Bangladesh	            2.3.2.1a
                      A/chicken/Bhutan/346/2012|Avian|KJ682268|2012-01-29|Bhutan	            2.3.2.1a
            A/muscovy_duck/Vietnam/LBM14/2011|Avian|AB741550|2011-09-20|Viet_Nam	            2.3.2.1a
                        A/crow/India/11TI07/2011|Avian|KM110965|2011-11-XX|India	            2.3.2.1a
                A/duck/Vietnam/NCVD-KA40/2012|Avian|KP097893|2012-02-17|Viet_Nam	            2.3.2.1a
                      A/chicken/Bhutan/413/2012|Avian|KJ682260|2012-02-18|Bhutan	            2.3.2.1a
               A/duck/Vietnam/NCVD-KA294/2012|Avian|KP097905|2012-08-22|Viet_Nam	            2.3.2.1a
                 A/duck/Vietnam/OIE-1287/2012|Avian|AB735615|2012-04-18|Viet_Nam	            2.3.2.1a
                      A/duck/Bhutan/01TR03/2013|Avian|KP336312|2013-01-29|Bhutan	            2.3.2.1a
                        A/crow/India/01CA02/2014|Avian|KP674455|2014-01-XX|India	            2.3.2.1a
                 A/chicken/Bhutan/01CL2143/2012|Avian|KP662575|2012-01-18|Bhutan	            2.3.2.1a
  A/environment/Bangladesh/15145/2012|Environment|KF888580|2012-01-18|Bangladesh	            2.3.2.1a
                      A/chicken/Bhutan/297/2012|Avian|KJ682294|2012-02-11|Bhutan	            2.3.2.1a
                        A/crow/India/11TI16/2011|Avian|KM267755|2011-11-20|India	            2.3.2.1a
                   A/duck/Quangngai/1037/2011|Avian|JQ898146|2011-04-13|Viet_Nam	            2.3.2.1a
                     A/chicken/Bhutan/1028/2012|Avian|KJ682306|2012-03-18|Bhutan	            2.3.2.1a
                  A/chicken/Bhutan/02CL505/2013|Avian|KP336295|2013-01-29|Bhutan	            2.3.2.1a
                      A/chicken/Bhutan/349/2012|Avian|KJ682292|2012-01-29|Bhutan	            2.3.2.1a
     A/chicken/Bangladesh/14VIR2665-25/2014|Avian|KM267884|2014-03-06|Bangladesh	            2.3.2.1a
                     A/chicken/Bhutan/1031/2012|Avian|KJ682244|2012-03-18|Bhutan	            2.3.2.1a
                      A/chicken/Bhutan/317/2012|Avian|KJ682234|2012-01-15|Bhutan	            2.3.2.1a
                    A/wild_bird/Bhutan/357/2012|Avian|KJ682246|2012-01-31|Bhutan	            2.3.2.1a
                A/environment/Hunan/3/2011|Environment|JX576788|2011-03-07|China	            2.3.2.1a
           A/muscovy_duck/Vietnam/LBM260/2012|Avian|AB787209|2012-XX-XX|Viet_Nam	            2.3.2.1a
                   A/chicken/India/12CL2168/2013|Avian|KP336321|2013-12-30|India	            2.3.2.1a
                  A/chicken/Bhutan/01TR340/2013|Avian|KP336301|2013-01-29|Bhutan	            2.3.2.1a
                   A/duck/Vietnam/LBM133/2012|Avian|AB742271|2012-03-07|Viet_Nam	            2.3.2.1a
                      A/chicken/Bhutan/406/2012|Avian|KJ682250|2012-01-16|Bhutan	            2.3.2.1a
  A/environment/Bangladesh/15114/2012|Environment|KF888432|2012-01-18|Bangladesh	            2.3.2.1a
                      A/chicken/Bhutan/933/2012|Avian|KJ682252|2012-09-10|Bhutan	            2.3.2.1a
                      A/chicken/Bhutan/257/2012|Avian|KJ682314|2012-02-14|Bhutan	            2.3.2.1a
               A/duck/Vietnam/NCVD-KA310/2012|Avian|KP097908|2012-09-10|Viet_Nam	            2.3.2.1a
                     A/chicken/India/01CA06/2012|Avian|KJ643896|2012-01-04|India	            2.3.2.1a
  A/environment/Bangladesh/15105/2012|Environment|KF888554|2012-01-18|Bangladesh	            2.3.2.1a
                      A/chicken/Bhutan/418/2012|Avian|KJ682312|2012-02-18|Bhutan	            2.3.2.1a
                        A/crow/India/03CA06/2012|Avian|KP662584|2012-03-05|India	            2.3.2.1a
                    A/wild_bird/Bhutan/356/2012|Avian|KJ682298|2012-01-30|Bhutan	            2.3.2.1a
           A/Muscovy_duck/Vietnam/LBM113/2012|Avian|AB742255|2012-02-07|Viet_Nam	            2.3.2.1a
             A/chicken/Vietnam/NCVD-KA62/2012|Avian|KP097896|2012-02-17|Viet_Nam	            2.3.2.1a
                      A/chicken/Bhutan/259/2012|Avian|KJ682308|2012-02-14|Bhutan	            2.3.2.1a
            A/chicken/Bangladesh/18065/2012|Avian|KF888456|2012-09-07|Bangladesh	            2.3.2.1a
              A/chicken/Khanhhoa/CVVI-18/2013|Avian|KM821623|2013-03-06|Viet_Nam	            2.3.2.1a
                   A/duck/Vietnam/LBM136/2012|Avian|AB742279|2012-03-07|Viet_Nam	            2.3.2.1a
                      A/duck/Bhutan/01CL03/2013|Avian|KP336307|2013-01-29|Bhutan	            2.3.2.1a
                      A/chicken/Bhutan/347/2012|Avian|KJ682232|2012-01-29|Bhutan	            2.3.2.1a
                     A/chicken/India/12CA01/2013|Avian|KP336318|2013-12-30|India	            2.3.2.1a
     A/chicken/Bangladesh/14VIR2665-24/2014|Avian|KM267876|2014-03-26|Bangladesh	            2.3.2.1a
                    A/wild_bird/Bhutan/328/2012|Avian|KJ682284|2012-01-27|Bhutan	            2.3.2.1a
  A/environment/Bangladesh/15165/2012|Environment|KF888572|2012-01-18|Bangladesh	            2.3.2.1a
                    A/wild_bird/Bhutan/327/2012|Avian|KJ682272|2012-01-27|Bhutan	            2.3.2.1a
                      A/chicken/Bhutan/416/2012|Avian|KJ682282|2012-02-18|Bhutan	            2.3.2.1a
                      A/chicken/Bhutan/345/2012|Avian|KJ682248|2012-01-29|Bhutan	            2.3.2.1a
  A/environment/Bangladesh/15126/2012|Environment|KF888400|2012-01-18|Bangladesh	            2.3.2.1a
  A/environment/Bangladesh/18984/2013|Environment|KF888468|2013-01-28|Bangladesh	            2.3.2.1a
                      A/chicken/Bhutan/417/2012|Avian|KJ682288|2012-02-18|Bhutan	            2.3.2.1a
                        A/crow/India/02CA07/2012|Avian|KM267784|2012-02-22|India	            2.3.2.1a
                     A/chicken/India/CA0303/2011|Avian|CY089468|2011-03-06|India	            2.3.2.1a
           A/muscovy_duck/Vietnam/LBM258/2012|Avian|AB787201|2012-XX-XX|Viet_Nam	            2.3.2.1a
                     A/chicken/India/03CA02/2013|Avian|KM110971|2013-03-XX|India	            2.3.2.1a
                     A/chicken/India/03CA03/2012|Avian|KM267765|2012-03-05|India	            2.3.2.1a
     A/chicken/Bangladesh/12VIR-7140-2/2012|Avian|KC616463|2012-01-02|Bangladesh	            2.3.2.1a
                     A/chicken/India/04MO04/2012|Avian|KM110976|2012-04-XX|India	            2.3.2.1a
                     A/chicken/Bhutan/1029/2012|Avian|KJ682264|2012-03-18|Bhutan	            2.3.2.1a
                      A/chicken/Bhutan/352/2012|Avian|KJ682230|2012-01-30|Bhutan	            2.3.2.1a
                        A/crow/India/11CL01/2011|Avian|KJ643880|2011-11-20|India	            2.3.2.1a
                   A/chicken/India/01CL1196/2012|Avian|KP336361|2012-01-11|India	            2.3.2.1a
                  A/chicken/Bhutan/01CL141/2012|Avian|KP662573|2012-01-02|Bhutan	            2.3.2.1a
               A/duck/Bangladesh/18949/2013|Avian|KF888440|2013-01-28|Bangladesh	            2.3.2.1a
            A/chicken/Bangladesh/18061/2012|Avian|KF888478|2012-09-07|Bangladesh	            2.3.2.1a
               A/duck/Vietnam/NCVD-KA105/2012|Avian|KP097897|2012-01-19|Viet_Nam	            2.3.2.1a
                      A/chicken/Bhutan/415/2012|Avian|KJ682226|2012-02-18|Bhutan	            2.3.2.1a
                 A/duck/Bangladesh/D-1/2011|Avian|JQ609543|2011-07-06|Bangladesh	            2.3.2.1a
                         A/Viet_Nam/CM32/2011|Human|KF277182|2011-10-19|Viet_Nam	            2.3.2.1a
               A/duck/Bangladesh/17753/2012|Avian|KF888424|2012-07-24|Bangladesh	            2.3.2.1a
  A/environment/Bangladesh/15121/2012|Environment|KF888564|2012-01-18|Bangladesh	            2.3.2.1a
                     A/chicken/India/CA0302/2011|Avian|CY089474|2011-03-06|India	            2.3.2.1a
           A/northern_pintail/India/03OR320/2013|Avian|KP336368|2013-02-19|India	            2.3.2.1a
                      A/chicken/Bhutan/505/2012|Avian|KJ682302|2012-01-23|Bhutan	            2.3.2.1a
                    A/wild_bird/Bhutan/325/2012|Avian|KJ682286|2012-01-27|Bhutan	            2.3.2.1a
                      A/turkey/India/10CA04/2012|Avian|KP336289|2012-10-19|India	            2.3.2.1a
  A/environment/Bangladesh/15661/2012|Environment|KF888448|2012-02-08|Bangladesh	            2.3.2.1a
                      A/chicken/Bhutan/407/2012|Avian|KJ682262|2012-01-16|Bhutan	            2.3.2.1a
                   A/duck/Vietnam/LBM132/2012|Avian|AB742263|2012-03-07|Viet_Nam	            2.3.2.1a
               A/duck/Vietnam/NCVD-KA260/2012|Avian|KP097900|2012-06-06|Viet_Nam	            2.3.2.1a
  A/environment/Bangladesh/15147/2012|Environment|KF888486|2012-01-18|Bangladesh	            2.3.2.1a
            A/chicken/Bangladesh/15210/2012|Avian|KF888461|2012-01-18|Bangladesh	            2.3.2.1a
               A/duck/Bangladesh/19099/2013|Avian|KF888408|2013-02-14|Bangladesh	            2.3.2.1a
                A/duck/Vietnam/NCVD-KA30/2012|Avian|KP097892|2012-01-30|Viet_Nam	            2.3.2.1a
                      A/chicken/Bhutan/367/2012|Avian|KJ682256|2012-01-08|Bhutan	            2.3.2.1a
                      A/chicken/Bhutan/331/2012|Avian|KJ682236|2012-01-27|Bhutan	            2.3.2.1a
     A/chicken/Bangladesh/12VIR-7140-4/2012|Avian|KC616465|2012-01-10|Bangladesh	            2.3.2.1a
                     A/chicken/India/09CA01/2011|Avian|KF384642|2011-09-XX|India	            2.3.2.1a
            A/muscovy_duck/Vietnam/LBM57/2011|Avian|AB741558|2011-11-22|Viet_Nam	            2.3.2.1a
                    A/pigeon/Bhutan/01BR01/2012|Avian|KM267792|2012-01-18|Bhutan	            2.3.2.1a
                   A/chicken/Bhutan/01TR12/2012|Avian|KP662567|2012-01-02|Bhutan	            2.3.2.1a
               A/duck/Bangladesh/19097/2013|Avian|KF715205|2013-02-14|Bangladesh	            2.3.2.1a
              A/chicken/Vietnam/NCVD-421/2010|Avian|KR732552|2010-XX-XX|Viet_Nam	            2.3.2.1a
                         A/duck/Hunan/S4030/2011|Avian|CY146644|2011-11-09|China	            2.3.2.1a
                      A/chicken/Bhutan/298/2012|Avian|KJ682278|2012-02-11|Bhutan	            2.3.2.1a
                      A/chicken/Bhutan/936/2012|Avian|KJ682240|2012-10-11|Bhutan	            2.3.2.1a
       A/migratory_bird/Bangladesh/P29/2010|Avian|KJ397920|2010-12-XX|Bangladesh	            2.3.2.1a
              A/chicken/Vietnam/NCVD-398/2010|Avian|KR732425|2010-XX-XX|Viet_Nam	            2.3.2.1a
                        A/duck/India/02CA10/2011|Avian|CY089421|2011-02-XX|India	            2.3.2.1a
                        A/crow/India/01CA16/2012|Avian|KP336332|2012-01-10|India	            2.3.2.1a
                      A/chicken/Bhutan/258/2012|Avian|KJ682290|2012-02-14|Bhutan	            2.3.2.1a
                        A/crow/India/02CA06/2012|Avian|KM267779|2012-02-22|India	            2.3.2.1a
                  A/chicken/Bhutan/01TR338/2013|Avian|KP336298|2013-01-29|Bhutan	            2.3.2.1a
                                  A/Hubei/1/2010|Human|CY098758|2010-05-21|China	            2.3.2.1a
                      A/chicken/Bhutan/935/2012|Avian|KJ682254|2012-10-11|Bhutan	            2.3.2.1a
                        A/crow/India/02CA02/2012|Avian|KM267773|2012-02-08|India	            2.3.2.1a
                        A/crow/India/01CA12/2012|Avian|KP336326|2012-01-03|India	            2.3.2.1a
              A/quail/Bangladesh/19250/2013|Avian|KF888395|2013-03-30|Bangladesh	            2.3.2.1a
                      A/chicken/Bhutan/507/2012|Avian|KJ682270|2012-01-23|Bhutan	            2.3.2.1a
                      A/chicken/Bhutan/330/2012|Avian|KJ682296|2012-01-27|Bhutan	            2.3.2.1a
                        A/crow/India/02CA03/2012|Avian|KP336337|2012-02-19|India	            2.3.2.1a
            A/chicken/Bangladesh/15085/2012|Avian|KF888530|2012-01-18|Bangladesh	            2.3.2.1a
                     A/chicken/India/01CA03/2012|Avian|KJ643888|2012-01-04|India	            2.3.2.1a
                    A/duck/Vietnam/QT801/2011|Avian|JN986881|2011-07-07|Viet_Nam	            2.3.2.1a
                 A/duck/Vietnam/OIE-2533/2011|Avian|AB700635|2011-09-16|Viet_Nam	            2.3.2.1a
                    A/wild_bird/Bhutan/308/2012|Avian|KJ682274|2012-02-29|Bhutan	            2.3.2.1a
                     A/chicken/India/CA0301/2011|Avian|CY089472|2011-03-06|India	            2.3.2.1a
                      A/chicken/Bhutan/359/2012|Avian|KJ682238|2012-01-30|Bhutan	            2.3.2.1a
           A/yellow_billed_duck/Bhutan/358/2012|Avian|KJ682228|2012-01-30|Bhutan	            2.3.2.1a
     A/chicken/Bangladesh/14VIR2665-23/2014|Avian|KM267868|2014-03-26|Bangladesh	            2.3.2.1a
                      A/chicken/Bhutan/414/2012|Avian|KJ682310|2012-02-18|Bhutan	            2.3.2.1a
                        A/crow/India/01CA08/2012|Avian|KM273111|2012-01-03|India	            2.3.2.1a
                      A/chicken/Bhutan/934/2012|Avian|KJ682276|2012-09-10|Bhutan	            2.3.2.1a
                     A/chicken/India/03CA02/2012|Avian|KM267761|2012-03-05|India	            2.3.2.1a
                    A/duck/Vietnam/QT802/2011|Avian|JN986882|2011-07-07|Viet_Nam	            2.3.2.1a
                    A/chicken/India/03CL488/2011|Avian|JX294927|2011-03-05|India	            2.3.2.1a
            A/chicken/Bangladesh/18248/2012|Avian|KF888514|2012-10-21|Bangladesh	            2.3.2.1a
                    A/wild_bird/Bhutan/329/2012|Avian|KJ682300|2012-01-27|Bhutan	            2.3.2.1a
                       A/wild_duck/Fujian/1/2011|Avian|JX534589|2011-03-10|China	            2.3.2.1b
               A/duck/Vietnam/NCVD-KA309/2012|Avian|KP097907|2012-09-10|Viet_Nam	            2.3.2.1b
                       A/duck/Zhejiang/2245/2011|Avian|JN646718|2011-02-XX|China	            2.3.2.1b
            A/muscovy_duck/Vietnam/LBM66/2011|Avian|AB741566|2011-12-06|Viet_Nam	            2.3.2.1b
                       A/duck/Nanchang/9789/2013|Avian|KP288324|2013-10-01|China	            2.3.2.1b
          A/wild_bird/Hong_Kong/07035-1/2011|Avian|KF572434|2011-12-13|Hong_Kong	            2.3.2.1b
               A/duck/Vietnam/NCVD-KA261/2012|Avian|KP097901|2012-06-06|Viet_Nam	            2.3.2.1b
                        A/duck/Zhejiang/213/2011|Avian|JN646713|2011-02-XX|China	            2.3.2.1b
          A/barn_swallow/Hong_Kong/1161/2010|Avian|KC357320|2010-03-29|Hong_Kong	            2.3.2.1b
                       A/duck/Zhejiang/2242/2011|Avian|JN646715|2011-02-XX|China	            2.3.2.1b
                       A/duck/Zhejiang/2244/2011|Avian|JN646717|2011-02-XX|China	            2.3.2.1b
                A/duck/Vietnam/NCVD-A672/2011|Avian|KP097923|2011-XX-XX|Viet_Nam	            2.3.2.1b
                       A/wild_duck/Fujian/2/2011|Avian|JX534597|2011-03-11|China	            2.3.2.1b
                        A/duck/Zhejiang/224/2011|Avian|JN646714|2011-02-XX|China	            2.3.2.1b
                           A/duck/Hunan/749/2011|Avian|KJ484619|2011-12-28|China	            2.3.2.1b
                         A/duck/Hunan/S4234/2011|Avian|CY146708|2011-11-13|China	            2.3.2.1b
                       A/duck/Zhejiang/2248/2011|Avian|JN646719|2011-02-XX|China	            2.3.2.1b
                      A/quail/Nanchang/6631/2013|Avian|KP288316|2013-10-01|China	            2.3.2.1b
                           A/duck/Hunan/747/2011|Avian|KJ484609|2011-12-28|China	            2.3.2.1b
               A/duck/Vietnam/NCVD-KA250/2012|Avian|KP097899|2012-05-14|Viet_Nam	            2.3.2.1b
 A/oriental_magpie_robin/Hong_Kong/9298/2009|Avian|AB557633|2009-XX-XX|Hong_Kong	            2.3.2.1b
                A/duck/Vietnam/NCVD-KA25/2011|Avian|KP097891|2011-12-30|Viet_Nam	            2.3.2.1b
            A/chicken/Vietnam/NCVD-KA423/2013|Avian|KP097915|2013-01-09|Viet_Nam	            2.3.2.1b
          A/feral_pigeon/Hong_Kong/3409/2009|Avian|AB557629|2009-XX-XX|Hong_Kong	            2.3.2.1b
                 A/duck/Vietnam/NCVD-672/2011|Avian|KR732414|2011-XX-XX|Viet_Nam	            2.3.2.1b
                        A/swine/Guangxi/592/2011|Swine|KM027999|2011-02-27|China	            2.3.2.1b
                       A/duck/Zhejiang/2243/2011|Avian|JN646716|2011-02-XX|China	            2.3.2.1b
              A/brown-headed_gull/Qinghai/2/2009|Avian|HQ020368|2009-05-XX|China	            2.3.2.1c
        A/mandarin_duck/Korea/K10-515/2011|Avian|JF699675|2011-01-06|South_Korea	            2.3.2.1c
        A/mandarin_duck/Korea/K10-480/2010|Avian|JF699672|2010-12-29|South_Korea	            2.3.2.1c
           A/duck/Berau/BPPV5-0513022-B/2013|Avian|KP742887|2013-01-XX|Indonesia	            2.3.2.1c
      A/muscovy_duck/Quang_Ninh/48c1-4-1/2013|Avian|LC010712|2013-05-09|Viet_Nam	            2.3.2.1c
         A/duck/Tanah_Datar/BPPVRII_242/2013|Avian|KP742902|2013-03-XX|Indonesia	            2.3.2.1c
                      A/chicken/Miyazaki/M6/2011|Avian|AB675739|2011-01-XX|Japan	            2.3.2.1c
               A/tundra_swan/Tottori/12-002/2010|Avian|AB677923|2010-12-04|Japan	            2.3.2.1c
                        A/chicken/Nepal/115/2010|Avian|JN613386|2010-03-XX|Nepal	            2.3.2.1c
                 A/duck/Khanhhoa/CVVI-17/2013|Avian|KM821622|2013-03-04|Viet_Nam	            2.3.2.1c
                A/common_pochard/Shanxi/16B/2015|Avian|KP715072|2015-01-06|China	            2.3.2.1c
    A/chicken/West_Sulawesi/Polman-1018/2012|Avian|KP742897|2012-12-XX|Indonesia	            2.3.2.1c
           A/ruddy_shelduck/Mongolia/X63/2009|Avian|AB523368|2009-07-XX|Mongolia	            2.3.2.1c
            A/mandarin_duck/Miyazaki/22M686/2011|Avian|AB747131|2011-02-01|Japan	            2.3.2.1c
              A/chicken/Khanhhoa/CVVI-11/2013|Avian|KM821616|2013-02-05|Viet_Nam	            2.3.2.1c
                      A/chicken/Jiangsu/927/2013|Avian|KP762501|2013-11-18|China	            2.3.2.1c
                       A/wild_duck/Jilin/HF/2011|Avian|JX534573|2011-04-25|China	            2.3.2.1c
        A/great_black-headed_gull/Qinghai/5/2009|Avian|HQ020373|2009-05-XX|China	            2.3.2.1c
        A/duck/Trimurjo/BppvIII_12.1182/2012|Avian|KP742894|2012-12-XX|Indonesia	            2.3.2.1c
                       A/wild_duck/Jilin/ZF/2011|Avian|JX534581|2011-04-26|China	            2.3.2.1c
          A/Muscovy_duck/Vietnam/HU3-835/2015|Avian|LC167646|2015-08-15|Viet_Nam	            2.3.2.1c
               A/pheasant/Korea/PT411/2011|Avian|JN807994|2011-01-XX|South_Korea	            2.3.2.1c
                     A/chicken/Miyazaki/TA3/2011|Avian|AB684247|2011-01-XX|Japan	            2.3.2.1c
     A/environment/Vietnam/HU3-726/2015|Environment|LC167606|2015-08-15|Viet_Nam	            2.3.2.1c
            A/Mallard_duck/Korea/W404/2011|Avian|JN202559|2011-01-XX|South_Korea	            2.3.2.1c
                 A/duck/Khanhhoa/CVVI-05/2013|Avian|KM821610|2013-01-07|Viet_Nam	            2.3.2.1c
                         A/chicken/Aichi/T1/2011|Avian|AB675740|2011-01-XX|Japan	            2.3.2.1c
                          A/chicken/Chiba/1/2011|Avian|AB684261|2011-03-XX|Japan	            2.3.2.1c
                 A/duck/Vietnam/OIE-2202/2012|Avian|AB769252|2012-08-11|Viet_Nam	            2.3.2.1c
               A/tundra_swan/Mongolia/1T/2010|Avian|CY098292|2010-05-18|Mongolia	            2.3.2.1c
                 A/duck/Khanhhoa/CVVI-33/2014|Avian|KM821638|2014-02-10|Viet_Nam	            2.3.2.1c
                    A/chicken/Kagoshima/I-2/2011|Avian|AB684243|2011-01-XX|Japan	            2.3.2.1c
        A/great_black-headed_gull/Qinghai/6/2009|Avian|HQ020374|2009-05-XX|China	            2.3.2.1c
                A/whooper_swan/Hokkaido/A13/2011|Avian|AB629706|2011-01-XX|Japan	            2.3.2.1c
       A/great_crested_grebe/Hyogo/2802E082/2011|Avian|AB677899|2011-02-22|Japan	            2.3.2.1c
         A/peregrine_falcon/Miyazaki/22M684/2011|Avian|AB747135|2011-02-02|Japan	            2.3.2.1c
               A/chicken/Vietnam/HU3-881/2015|Avian|LC115020|2015-11-12|Viet_Nam	            2.3.2.1c
         A/peregrine_falcon/Miyazaki/22M771/2011|Avian|AB747161|2011-02-15|Japan	            2.3.2.1c
             A/muscovy_duck/Quang_Ninh/6/2013|Avian|AB824263|2013-04-10|Viet_Nam	            2.3.2.1c
                  A/duck/Vietnam/HU3-708/2015|Avian|LC167590|2015-08-15|Viet_Nam	            2.3.2.1c
         A/Japanese_white-eye/Taoyuan/Q454/2012|Avian|KC535009|2012-07-12|Taiwan	            2.3.2.1c
                         A/duck/Nepal/DTS22/2010|Avian|JN613379|2010-02-XX|Nepal	            2.3.2.1c
            A/chicken/Vietnam/NCVD-KA365/2012|Avian|KP097912|2012-09-13|Viet_Nam	            2.3.2.1c
             A/muscovy_duck/Quang_Ninh/9/2013|Avian|AB824271|2013-04-10|Viet_Nam	            2.3.2.1c
            A/Mallard_duck/Korea/W401/2011|Avian|JN202558|2011-01-XX|South_Korea	            2.3.2.1c
                       A/duck/Hokkaido/WZ83/2010|Avian|AB612901|2010-10-14|Japan	            2.3.2.1c
A/environment/Kota_Depok/0813321-021/2013|Environment|KP742947|2013-06-XX|Indonesia	            2.3.2.1c
            A/chicken/Bangladesh/15079/2012|Avian|KF888502|2012-01-18|Bangladesh	            2.3.2.1c
           A/muscovy_duck/Vietnam/LBM330/2013|Avian|AB827991|2013-01-07|Viet_Nam	            2.3.2.1c
                       A/chicken/Wakayama/1/2011|Avian|AB684256|2011-02-XX|Japan	            2.3.2.1c
           A/duck/Wonogiri/BBVW-1730-11/2012|Avian|KC417276|2012-11-13|Indonesia	            2.3.2.1c
